Sr No,date,Startup Name,Industry Vertical,SubVertical,City  Location,Investors Name,InvestmentnType,Amount in USD,year,month,month_name
2564,2015-08-28,RollMafia,QSR Restaurant Chain,Unknown,Pune,Equentia Natural Resources,Seed Funding,160000.0,2015,8,August
2566,2015-08-31,DropKaffe,Online Coffee Delivery platform,Unknown,Bangalore,"Manish Singhal, P39 Capital & Others",Seed Funding,300000.0,2015,8,August
2567,2015-08-31,Reverie,Language Localization Cloud platform,Unknown,Bangalore,"Aspada Investment Advisors, Qualcomm Ventures",Private Equity,4000000.0,2015,8,August
2571,2015-07-01,Cloudcherry Analytics,CRM / Analytics platform,Unknown,Chennai,"The Chennai Angels, IDG Ventures India",Seed Funding,1000000.0,2015,7,July
2575,2015-07-01,NxtGen,IT infrastructure & Data Center services,Unknown,Bangalore,"IFC, Axon Partners, Intel Capital",Private Equity,13500000.0,2015,7,July
2576,2015-07-02,BankBazaar,Online Financial Services,Unknown,Chennai,"Amazon, Fidelity Growth Partners, Mousse Partners",Private Equity,60000000.0,2015,7,July
2577,2015-07-02,Gozoomo,Used Car Marketplace,Unknown,Bangalore,SAIF Partners,Private Equity,5000000.0,2015,7,July
2578,2015-07-02,Zenatix,Internet of Things platform,Unknown,Gurgaon,"Rajan Anandan, Kunal Bahl, Rohit Bansal, Rahul Khanna",Seed Funding,161000.0,2015,7,July
2579,2015-07-03,CultureAlley,Language Learning App,Unknown,Jaipur,Tiger Global,Private Equity,6500000.0,2015,7,July
2581,2015-07-03,Gingercrush,Custom Merchandize platform,Unknown,Ahmedabad,"Gokul Jaykrishna, Brand Capital",Seed Funding,1000000.0,2015,7,July
2583,2015-07-04,Stitchwood,Custom Furniture Marketplace,Unknown,Mumbai,"Powai Lake Ventures, Ajeet Khurana & others",Seed Funding,395000.0,2015,7,July
2586,2015-07-06,Paper Boat,Ethnic Beverages manufacturer,Unknown,Gurgaon,"Sofina, Hillhouse Capital",Private Equity,30000000.0,2015,7,July
2588,2015-07-07,Wudstay,Budget Accommodation aggregator,Unknown,Gurgaon,"Mangroves Capital Partners, Vikas Saxena",Private Equity,3000000.0,2015,7,July
2589,2015-07-07,Liases Foras,Real Estate Rating & Analysis,Unknown,New Delhi,DMG information Asia Pacific,Private Equity,5000000.0,2015,7,July
2593,2015-07-08,Saavn,Music Streaming App,Unknown,Mumbai,"Tiger Global Management, Bertelsmann India, Steadview Capital, Liberty Media, Mousse Partners, Quilvest",Private Equity,100000000.0,2015,7,July
2594,2015-07-08,Flytxt,Big Data & Analytics platform,Unknown,Mumbai / Global,"Sunrise Capital GmBH, Big Data Investments B.V",Private Equity,11000000.0,2015,7,July
2595,2015-07-08,Axtria,Big Data & Analytics platform,Unknown,India / US,"Helion Venture Partners,Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock",Private Equity,30000000.0,2015,7,July
2596,2015-07-08,33Coupons,Coupon Aggregator Platform,Unknown,Kanpur,Not Disclosed,Seed Funding,20000.0,2015,7,July
2598,2015-07-08,Hopping Chef,Online Food-Tech Platform,Unknown,Mumbai,Mirah Hospitality,Seed Funding,470000.0,2015,7,July
2599,2015-07-08,Collectabillia,Celebrity Fashion Brand,Unknown,Bangalore,Accel Partners,Private Equity,7500000.0,2015,7,July
2600,2015-07-08,Lendingkart,Online Finance lending platform,Unknown,Ahmedabad,"Saama Capital, Mayfield, Ashvin Chadha, Shailesh Mehta",Private Equity,10000000.0,2015,7,July
2601,2015-07-08,Lybrate,Healthcare Mobile App,Unknown,New Delhi,"Tiger Global Management, Ratan Tata, Nexus Venture Partners",Private Equity,10200000.0,2015,7,July
2602,2015-07-08,Zoomcar,Self-driven vehicle rental,Unknown,Bangalore,"Sequoia Capital, Empire Angels, NGP",Private Equity,11000000.0,2015,7,July
2613,2015-07-14,MySmartPrice,Online comparison engine,Unknown,Hyderabad,"Accel Partners, Helion Venture Partners",Private Equity,10000000.0,2015,7,July
2615,2015-07-14,Boxmyspace,Physical Storage warehouses,Unknown,Mumbai,"Ritesh Veera, Singapore Angel Network, Orios Venture Partners,",Seed Funding,300000.0,2015,7,July
2616,2015-07-14,HackerRank,Tech Recruitment platform,Unknown,Bangalore,HR Technology fund,Private Equity,7500000.0,2015,7,July
2617,2015-07-14,WickedRide,Bike Rental Platform,Unknown,Bangalore,Undisclosed,Seed Funding,790000.0,2015,7,July
2618,2015-07-14,WoWexpress,Tech enabled logistics platform,Unknown,Mumbai,Tamarind Family Private Trust,Seed Funding,500000.0,2015,7,July
2619,2015-07-15,Oyo Rooms,Budget Hotel Accommodation,Unknown,Gurgaon,"Softbank, Sequoia Capital",Private Equity,100000000.0,2015,7,July
2620,2015-07-15,Mobikon,Restaurant customer engagement platform,Unknown,Pune,Jungle Ventures,Private Equity,2300000.0,2015,7,July
2622,2015-07-15,Roadrunnr,Hyper local logistics platform,Unknown,Bangalore,"Sequoia Capital, Nexus Venture Partners, Blume Ventures",Private Equity,11000000.0,2015,7,July
2623,2015-07-16,Ketto,Crowd Funding Platform,Unknown,Mumbai,"Pradyumna Dalmia, Sudhir Rao & Others",Seed Funding,700000.0,2015,7,July
2624,2015-07-17,QuikWallet,F&B sector Mobile Payment platform,Unknown,Mumbai,Snow Leopard Technology Ventures,Private Equity,1600000.0,2015,7,July
2625,2015-07-17,Omnikart,Industrial Supplies B2B ecommerce,Unknown,Mumbai,"Sumit Gandhi, Manish Gandhi",Seed Funding,100000.0,2015,7,July
2626,2015-07-20,Zo Rooms,Online budget hotel chain,Unknown,New Delhi,"Tiger Global, Orios Venture Partners.",Private Equity,15000000.0,2015,7,July
2627,2015-07-20,Innoviti,Payment Solutions platform,Unknown,Bangalore,"Catamaran Ventures, New India Investment Corporation",Private Equity,4850000.0,2015,7,July
2629,2015-07-21,Joy by nature,Organic Food ecommerce,Unknown,New Delhi,"Mumbai Angels, Vriddhi Fund, Others",Private Equity,1000000.0,2015,7,July
2630,2015-07-22,Iqlect,Big Data & Analytics platform,Unknown,Bangalore,Exfinity Venture Partners,Private Equity,2000000.0,2015,7,July
2631,2015-07-22,deGustibus,Fine Dining Restaurant Chain,Unknown,Mumbai,India Value Fund Advisors,Private Equity,30000000.0,2015,7,July
2632,2015-07-23,Nestaway,Luxury Rental Homes,Unknown,Bangalore,"Flipkart, Tiger Global",Private Equity,12750000.0,2015,7,July
2633,2015-07-23,Mswipe,Mobile Point of Sale payment solution,Unknown,Unknown,"Falcon Edge Capital, Meru Capital, Ola, Matrix Partners, DSG Consumer Partners, Axis Bank",Private Equity,25000000.0,2015,7,July
2634,2015-07-23,Myonsto,Online Grocers,Unknown,Ahmedabad,Jayant Bokadia,Seed Funding,320000.0,2015,7,July
2636,2015-07-23,MedGenome,Clinical Genomics Provider,Unknown,Bangalore,Sequoia Capital,Private Equity,20000000.0,2015,7,July
2637,2015-07-23,HolidayIQ,Travel information portal,Unknown,Bangalore,MakeMyTrip,Private Equity,15000000.0,2015,7,July
2638,2015-07-23,Fitternity,Fitness Marketplace,Unknown,Mumbai,Exfinity Venture Partners,Private Equity,1000000.0,2015,7,July
2639,2015-07-23,Quikr,Online & Mobile classified listings,Unknown,Mumbai,"AB Kinnevik, Falcon Edge Capital, Coatue Management",Private Equity,60000000.0,2015,7,July
2641,2015-07-24,BroEx,Real Estate Broker network App,Unknown,Gurgaon,Lightspeed India,Private Equity,1000000.0,2015,7,July
2643,2015-07-25,CredR,Used Bikes Marketplace,Unknown,Mumbai,Fidelity Growth Partners,Private Equity,15000000.0,2015,7,July
2644,2015-07-27,ManageMySpa,Spa & Salon Management Software,Unknown,Hyderabad,Accel Partners,Private Equity,6000000.0,2015,7,July
2648,2015-07-28,Pepperfry,Online home d\\xc3\\xa9cor marketplace,Unknown,Mumbai,"Goldman Sachs, Zodius Technology Fund, Bertelsmann India Investments Norwest Venture Partners.",Private Equity,100000000.0,2015,7,July
2649,2015-07-28,Flipkart.com,Online Marketplace,Unknown,Bangalore,Steadview Capital and existing investors,Private Equity,700000000.0,2015,7,July
2650,2015-07-28,Opinio,Hyperlocal food & grocery store,Unknown,Bangalore,"Accel Partners, Traxcn Labs & Others",Seed Funding,1300000.0,2015,7,July
2651,2015-07-28,Zoctr,Health-Tech platform,Unknown,Mumbai,"Sandeep Parwal, Krishan Gupta & Others",Seed Funding,1000000.0,2015,7,July
2652,2015-07-29,Zimmber,Hyperlocal Handyman Services,Unknown,Mumbai,"IDG Ventures India, Omidyar Network, Sherpalo Ventures,\\xc2\\xa0 Mohandas Pai",Private Equity,2000000.0,2015,7,July
2653,2015-07-29,trueHb,Medical Tech Instruments,Unknown,New Delhi,"Sachin and Binny Bansal, Malvinder and Shivinder Singh, Gurpreet Singh & others",Seed Funding,2400000.0,2015,7,July
2654,2015-07-29,Zovi.com / Little App,Hyperlocal Deals Marketplace,Unknown,Bangalore,"Paytm, SAIF Partners,\\xc2\\xa0 Tiger Global Management & others",Private Equity,50000000.0,2015,7,July
2655,2015-07-29,Swajal,Innovative Water Solutions,Unknown,Gurgaon,Abhishek Gupta,Private Equity,1200000.0,2015,7,July
2656,2015-07-30,Pipa Bella,Online Jewelry Store,Unknown,Mumbai,LionRock Capital,Private Equity,600000.0,2015,7,July
2657,2015-07-30,Pragmatix,Business intelligence & Analytics,Unknown,Mumbai,SIDBI Venture Capital Ltd,Private Equity,2400000.0,2015,7,July
2658,2015-07-30,Droom.in,Used Vehicle Marketplace,Unknown,New Delhi,"Lightbox Ventures, Beenos",Private Equity,16000000.0,2015,7,July
2659,2015-07-30,MadRat Games,Educational Board Games,Unknown,Bangalore,"Kunal Bahl, Rohit Bansal",Seed Funding,168000.0,2015,7,July
2660,2015-07-30,Noodle Play,Chinese food delivery,Unknown,Mumbai,"Elliot Stechman, Gautam Sinha, Ambarish Ray",Seed Funding,168000.0,2015,7,July
2663,2015-07-31,LazyLad,Hyperlocal Grocery App,Unknown,Gurgaon,"Jai Choi, Kiyohiro Sugashita, Hirokazu",Private Equity,500000.0,2015,7,July
2665,2015-07-31,Prothom,Hasbro Toy Manufacturer,Unknown,Pune,Oliphabs Capital,Private Equity,2000000.0,2015,7,July
2666,2015-07-31,Bona Vita,Travel Tech,Unknown,Gurgaon,MakeMyTrip,Private Equity,5000000.0,2015,7,July
2668,2015-06-01,Veeba Foods,Healthy Food Manufacturer,Unknown,New Delhi,"DSG Consumer Partners, Saama Capital.",Private Equity,6000000.0,2015,6,June
2669,2015-06-01,Truebil,Used Car Marketplace,Unknown,Mumbai,"Kae Capital, Anupam Mittal",Seed Funding,500000.0,2015,6,June
2670,2015-06-01,Meritnation,Online Learning Platform,Unknown,New Delhi,InfoEdge,Private Equity,4000000.0,2015,6,June
2671,2015-06-01,Eattreatonline,Healthy Food Online Community,Unknown,New Delhi,Group of 15 Angel Investors,Seed Funding,350000.0,2015,6,June
2673,2015-06-01,Glamrs,Online Fashion Video Portal,Unknown,Mumbai,"Ventureworks India, Blume Ventures, Batlivala & Karani Securities, Nikunj Jhaveri",Private Equity,1000000.0,2015,6,June
2674,2015-06-01,Proviera,Probiotic Technology Products Manufacturer,Unknown,Chennai,Infuse Ventures,Private Equity,550000.0,2015,6,June
2675,2015-06-01,Arth DesignBuild,Architectural Design & Consulting,Unknown,Hyderabad,Srinivas Tirupati,Seed Funding,500000.0,2015,6,June
2676,2015-06-02,Saama,Big Data & Analytics Services,Unknown,Pune / US,Carrick Capital Partners,Private Equity,35000000.0,2015,6,June
2677,2015-06-02,AllIzHealth,Preventive Healthcare Services,Unknown,Pune,Mumbai Angels & Other angel investors,Seed Funding,350000.0,2015,6,June
2680,2015-06-03,Propstack,Real Estate Intelligence Platform,Unknown,Mumbai,DMG Information,Private Equity,3000000.0,2015,6,June
2681,2015-06-03,MyTaxiIndia,Online Car Rental Affiliates,Unknown,New Delhi,Green House Ventures,Seed Funding,100000.0,2015,6,June
2682,2015-06-03,Arkin Net,Data Center Software platform,Unknown,Pune / US,Nexus Venture Partners,Private Equity,15000000.0,2015,6,June
2683,2015-06-03,Little Black Book Delhi,Online City & Lifestyle Guide,Unknown,New Delhi,"Rajan Anandan, Niraj Singh, Sachin Bhatia, Singapore Angel Network & Aseem Vadehra",Seed Funding,150000.0,2015,6,June
2685,2015-06-03,iCustomadeit,Bespoke Merchandize Marketplace,Unknown,Pune,"Virendra Shahney, Dr Paresh Doshi",Seed Funding,250000.0,2015,6,June
2687,2015-06-04,Ecom Express,Logistics Solution Provider,Unknown,New Delhi,Warburg Pincus,Private Equity,137000000.0,2015,6,June
2688,2015-06-04,Vidooly,Video Intelligence Platform,Unknown,Noida,Bessemer Venture Partners,Private Equity,1000000.0,2015,6,June
2689,2015-06-04,Zopper,Hyperlocal Shopping App,Unknown,Mumbai,"Tiger Global,\\xc2\\xa0 Nirvana Ventures Advisors",Private Equity,20000000.0,2015,6,June
2690,2015-06-04,Flipkart,eCommerce platform,Unknown,Bangalore,Morgan Stanley,Private Equity,50000000.0,2015,6,June
2691,2015-06-05,kWatt Solutions,Renewable energy solutions,Unknown,Mumbai,Unknown,Seed Funding,500000.0,2015,6,June
2692,2015-06-05,Medwell Ventures,Healthcare\\nService provider,Unknown,Bangalore,"Fidelity Growth Partners, Fidelity Biosciences",Private Equity,10000000.0,2015,6,June
2693,2015-06-05,Jugnoo,Auto Rickshaw Based Services,Unknown,Chandigarh,"Snow Leopard, Paytm",Private Equity,5000000.0,2015,6,June
2695,2015-06-08,Applied Solar Technologies,Off-grid Solar Power,Unknown,Mumbai,"Future Fund,Bessemer Venture, Capricorn Investment and IFC",Private Equity,40000000.0,2015,6,June
2696,2015-06-09,Clovia,Private Label lingerie Ecommerce,Unknown,New Delhi,IvyCap Ventures,Private Equity,5000000.0,2015,6,June
2697,2015-06-09,Swiggy,Online Food Ordering,Unknown,Bangalore,"Norwest Venture Partners, SAIF Partners, Accel Partners",Private Equity,16500000.0,2015,6,June
2698,2015-06-09,PayMango,Mobile Commerce Platform,Unknown,Gurgaon,Group of Angel Investors,Seed Funding,234000.0,2015,6,June
2700,2015-06-09,Teritree,Digital Marketing Services,Unknown,Bangalore,KCL,Seed Funding,140000.0,2015,6,June
2702,2015-06-10,Voonik,Fashion Ecommerce store,Unknown,Bangalore,"Sequoia Capital, Seedfund",Private Equity,5000000.0,2015,6,June
2703,2015-06-11,AdStringO,Mobile Compression Software,Unknown,Mumbai,"Arihant Patni, Vishal Khare,\\xc2\\xa0 Viswanath Ramachandran",Seed Funding,350000.0,2015,6,June
2704,2015-06-11,Faircent.com,Peer to Peer Lending platform,Unknown,Gurgaon,M&S Partners Pte. Ltd,Seed Funding,250000.0,2015,6,June
2705,2015-06-12,La Renon,Global Healthcare products,Unknown,Ahmedabad,Sequoia Capital,Private Equity,16000000.0,2015,6,June
2706,2015-06-15,Homelane,Home Furnishing Solutions,Unknown,Bangalore,Sequoia Capital,Private Equity,50000000.0,2015,6,June
2708,2015-06-15,Shippr,Intra-City Logistics service,Unknown,Bangalore,i2india Pvt Ltd,Seed Funding,500000.0,2015,6,June
2711,2015-06-16,CouponRaja,Online Coupon & comparison platform,Unknown,Mumbai,"Mahesh Pratapneni, Pallab Chatterjee & others",Seed Funding,500000.0,2015,6,June
2714,2015-06-17,MyDentist,Dental Clinic chain,Unknown,Mumbai,"LGT Group, Asian Healthcare fund, Seedfund",Private Equity,8200000.0,2015,6,June
2716,2015-06-18,Fracktal Works,3D Printer Manufacturer,Unknown,Bangalore,Neoteric Infomatique Limited,Private Equity,3000000.0,2015,6,June
2717,2015-06-18,Hansa Customer Equity,IT / Customer Engagement Consulting,Unknown,Mumbai,ASK Pravi,Private Equity,5000000.0,2015,6,June
2720,2015-06-19,Housejoy,Home services marketplace,Unknown,Bangalore,Matrix Partners,Private Equity,4000000.0,2015,6,June
2721,2015-06-19,FundsIndia.com,Financial Services Platform,Unknown,Chennai,"Faering Capital, Foundation Capital, Inventus Capital Partners",Private Equity,11000000.0,2015,6,June
2722,2015-06-20,Cupick,Social Network for Artists,Unknown,Bangalore,Group of Angel Investors from US/India,Seed Funding,120000.0,2015,6,June
2723,2015-06-20,Tracxn,Startup funding platform,Unknown,Bangalore,"Sachin Bansal, Bunny Bansal & other investors",Private Equity,10000000.0,2015,6,June
2724,2015-06-21,Holachef,Food Delivery Platform,Unknown,Mumbai,"Kalaari Capital, India Quotient",Private Equity,3100000.0,2015,6,June
2725,2015-06-22,elong,Data Driven recruitment recommendation,Unknown,Bangalore,"Kunal Bahl, Rohit Bansal, Blume Ventures, Phanindra Sama, Raju Reddy",Private Equity,5000000.0,2015,6,June
2728,2015-06-22,Vidgyor,Video Advertisement Platform,Unknown,Bangalore,AngelPrime,Seed Funding,500000.0,2015,6,June
2730,2015-06-23,Goodservice,Mobile Chat based concierge service,Unknown,New Delhi,Sequoia Capital,Private Equity,1600000.0,2015,6,June
2731,2015-06-23,Treebo,Online Budget Hotel Booking Service,Unknown,Bangalore,"Matrix Partners India, SAIF Partners",Private Equity,6000000.0,2015,6,June
2732,2015-06-23,EduKart,Online education marketplace,Unknown,New Delhi,"Holostik Group, YouWeCan Ventures, 500 Startups, Vijay Shekhar Sharma, Manish Kheterpal, Amit Patni",Private Equity,1000000.0,2015,6,June
2737,2015-06-24,Indix,SaaS product intelligence platform,Unknown,Unknown,"Nokia Growth Partners, Nexus Venture Partners, Avalon Ventures",Private Equity,15000000.0,2015,6,June
2738,2015-06-24,The Porter,Logistics Tech,Unknown,Mumbai,"Sequoia Capital, Kae Capital, Anupam Mittal, Sandeep Tandon",Private Equity,5500000.0,2015,6,June
2739,2015-06-24,Retention.ai,App Analytics platform,Unknown,Bangalore,"Mercury Fund, Anshu Sharma, Pratyush Prasanna, Robert Winters & others",Seed Funding,500000.0,2015,6,June
2740,2015-06-25,Fusion Microfinance,Micro Finance Platform,Unknown,New Delhi,"Development finance institution Belgian Investment Company, Oikocredit",Private Equity,8600000.0,2015,6,June
2741,2015-06-25,Zinka,Freight logistics platform,Unknown,Bangalore,"Accel Partners, Flipkart",Private Equity,6000000.0,2015,6,June
2742,2015-06-26,CreditMantri,Credit Management Services,Unknown,Chennai,"IDG Ventures India, Elevar Equity, Accion Venture Lab",Private Equity,2500000.0,2015,6,June
2743,2015-06-26,GetMyPeon,Hyperlocal Handyman Services,Unknown,Mumbai,Undisclosed investors,Seed Funding,250000.0,2015,6,June
2744,2015-06-29,UrbanClap,Hyperlocal services marketplace,Unknown,New Delhi,"SAIF Partners,\\xc2\\xa0 Accel Partners",Private Equity,10000000.0,2015,6,June
2746,2015-06-29,AdWyze,Marketing / Advertising Automation platform,Unknown,Bangalore,Mape Advisory,Seed Funding,1000000.0,2015,6,June
2747,2015-06-29,Zimmber,Hyperlocal Handyman Services,Unknown,Mumbai,"Naveen Tiwari, Mohit Saxena, Amit Gupta, Piyush Shah, Manish Dugar",Seed Funding,400000.0,2015,6,June
2751,2015-06-30,Flatchat,Flat rental Mobile App,Unknown,Bangalore,Commonfloor,Private Equity,2500000.0,2015,6,June
2752,2015-06-30,MyCFO,Wealth Management Platform,Unknown,Mumbai,Sameer Koticha,Private Equity,1500000.0,2015,6,June
2753,2015-05-01,Foodpanda,Online Food Delivery,Unknown,Gurgaon,"Goldman Sachs, Rocket Internet",Private Equity,100000000.0,2015,5,May
2754,2015-05-01,Termsheet,Fund Raising Platform,Unknown,Chennai,"Anand Vijay, Nipun Dureja, Satyajit Heeralal, Keith Rodricks, Gaurav Lochan, Azmul Haque, Nikhil Bagri",Seed Funding,100000.0,2015,5,May
2755,2015-05-04,Applicate,Workforce Management Software,Unknown,Bangalore,"Rishi Vasudev, Amit Gupta, Rajiv Nayan",Seed Funding,550000.0,2015,5,May
2756,2015-05-04,World Art Community,Online Art Marketplace,Unknown,Gurgaon,Viraj Tyagi & others,Seed Funding,200000.0,2015,5,May
2757,2015-05-04,SpoonJoy,Online Food Delivery,Unknown,Bangalore,SAIF Partners,Seed Funding,1000000.0,2015,5,May
2758,2015-05-05,Seed Schools,Affordable Education,Unknown,Hyderabad,Acumen Fund,Seed Funding,650000.0,2015,5,May
2759,2015-05-05,Ignis Careers,Career Development,Unknown,Hyderabad,Acumen Fund,Seed Funding,250000.0,2015,5,May
2760,2015-05-05,Square Yards,Real Estate Advisory,Unknown,Gurgaon,Undisclosed Investors,Private Equity,6000000.0,2015,5,May
2761,2015-05-05,Fintellix,Banking Analytics Platform,Unknown,Bangalore,"IDG Ventures, Sequoia Capital",Private Equity,15000000.0,2015,5,May
2763,2015-05-06,Delhivery,Ecommerce Logistics,Unknown,Gurgaon,"Tiger Global Management, Multiples Alternate Asset Management, Nexus Venture Partners, Times Internet",Private Equity,85000000.0,2015,5,May
2764,2015-05-06,Swiggy,Online Food Delivery,Unknown,Bangalore,Norwest Venture Partners,Private Equity,15000000.0,2015,5,May
2766,2015-05-07,Box8,Online Food Delivery,Unknown,Mumbai,Mayfield Ventures,Private Equity,3500000.0,2015,5,May
2767,2015-05-07,Toppr,Online Education Platform,Unknown,Mumbai,"Fidelity Growth Partners India, SAIF Partners,\\xc2\\xa0 Helion Ventures",Private Equity,10000000.0,2015,5,May
2768,2015-05-07,Vedantu,Online Education Platform,Unknown,Bangalore,"Accel Partners, Tiger Global Management",Private Equity,5000000.0,2015,5,May
2769,2015-05-08,BuyHatke,Online Product Comparison,Unknown,Bangalore,"S.Gopalakrishnan, Beenos",Seed Funding,1000000.0,2015,5,May
2771,2015-05-08,Uniken,Online Security Platform,Unknown,Pune,Exfinity Ventures,Private Equity,2000000.0,2015,5,May
2772,2015-05-08,GrandOpinion,Online Medical Diagnostic,Unknown,New Delhi,Florida based Angel investor,Seed Funding,150000.0,2015,5,May
2774,2015-05-12,ZapStitch,Cloud Data Integration Platform,Unknown,Bangalore,"Helion Venture Partners, Orios Venture Partners",Private Equity,2000000.0,2015,5,May
2775,2015-05-12,Wassup,Mobile Laundry Cleaning Service,Unknown,Chennai,"Arun Chandra Mohan, Praveen Sinha",Private Equity,2000000.0,2015,5,May
2781,2015-05-14,IndianRoots.com,Lifestyle Ecommerce Portal,Unknown,Gurgaon,KJS Group,Private Equity,5000000.0,2015,5,May
2782,2015-05-14,RedPolka,Online Fashion Aggregator,Unknown,Mumbai,Undisclosed Investors,Seed Funding,250000.0,2015,5,May
2783,2015-05-15,Venturesity,Online Job skills Showcase,Unknown,Bangalore,"Phanindra Sama, Jay Sethuram, Hemant Kanakia, Ravi Trivedi",Seed Funding,270000.0,2015,5,May
2786,2015-05-19,Chaayos,Offline Tea Chain,Unknown,New Delhi,Tiger Global Management,Private Equity,1000000.0,2015,5,May
2787,2015-05-19,Akosha,Business Messaging App,Unknown,New Delhi,Sequoia Capital,Private Equity,16000000.0,2015,5,May
2788,2015-05-19,Cooey,Health Mobile App,Unknown,Bangalore,Subhash Goyal,Seed Funding,470000.0,2015,5,May
2789,2015-05-19,MeetUniv,Online Ed-Tech Platform,Unknown,Noida,Peesh Venture Capital,Seed Funding,1000000.0,2015,5,May
2791,2015-05-19,Crown-it,Hyperlocal Mobile Marketplace,Unknown,Gurgaon,"Accel Partners, Helion Venture Partners",Private Equity,5500000.0,2015,5,May
2792,2015-05-19,Trucksfirst,Trucking Logistic Operations,Unknown,Gurgaon,SAIF partners,Private Equity,10000000.0,2015,5,May
2793,2015-05-20,Lookup,B2C Messaging App,Unknown,Bangalore,Biz Stone,Private Equity,3000000.0,2015,5,May
2795,2015-05-22,\\xc2\\xa0Nudgespot,Customer Engagement Platform,Unknown,Bangalore,"Kae Capital, Anoop Goyal, Mike Shah, VA Sastry",Seed Funding,625000.0,2015,5,May
2797,2015-05-22,EveningFlavors,Online Table Reservation,Unknown,Bangalore,Sandiep Shrivatsava,Seed Funding,500000.0,2015,5,May
2799,2015-05-25,ZenParent,Parents focused Web Content,Unknown,Bangalore,i2india Ventures,Seed Funding,500000.0,2015,5,May
2801,2015-05-26,UrbanPro,On-demand Service marketplace,Unknown,Bangalore,Nirvana Venture Advisors,Private Equity,2000000.0,2015,5,May
2802,2015-05-26,Goodbox,On-Demand Business messaging,Unknown,Bangalore,Manipal Group,Seed Funding,200000.0,2015,5,May
2803,2015-05-26,Renderlogy,Online Home D\\xc3\\xa9cor,Unknown,Hyderabad,Astarc Ventures,Private Equity,1000000.0,2015,5,May
2804,2015-05-27,Postman,API Workflow platform,Unknown,Bangalore,Nexus Venture Partners,Seed Funding,1000000.0,2015,5,May
2805,2015-05-27,Casa2inns,Affordable Hotel Booking Online,Unknown,New Delhi,"Accel Partners, Kalaari Capital",Private Equity,5000000.0,2015,5,May
2806,2015-05-27,FleetRover,Logistics Intelligence,Unknown,Goa,"Tim Chen, Sanjay Venkat",Seed Funding,180000.0,2015,5,May
2807,2015-05-28,TheKarrier,Last Mile Logistics,Unknown,Bangalore,"Sol Primero, Outbox Ventures, Nikunj Jain",Seed Funding,240000.0,2015,5,May
2808,2015-05-28,Zoomcar,Self-driven Car rental,Unknown,Bangalore,Sequoia Capital,Private Equity,5000000.0,2015,5,May
2810,2015-05-30,Ather Energy,Electric Scooter Manufacturer,Unknown,Bangalore,Tiger Global,Private Equity,12000000.0,2015,5,May
2811,2015-04-03,Swiggy,Online Food Delivery,Unknown,Bangalore,"Accel Partners, SAIF Partners",Private Equity,2000000.0,2015,4,April
2812,2015-04-04,Bluegape,Web Content Publishing,Unknown,Gurgaon,"Rudy Gopalakrishnan, ah! Ventures",Seed Funding,200000.0,2015,4,April
2813,2015-04-04,KeepTrax,Location Based App,Unknown,Dallas / Hyderabad,Unknown,Seed Funding,1000000.0,2015,4,April
2814,2015-04-06,InstaLively,Video Streaming,Unknown,New Delhi,"Rajesh Sawheny , Rajan Anandan, Amit Ranjan, Niraj Singh, AECAL, MeraEvents.",Seed Funding,120000.0,2015,4,April
2815,2015-04-07,Pricejugaad,Price Comparison,Unknown,Hyderabad,"Amit Tyagi, Sandeep Acharya & others",Seed Funding,165000.0,2015,4,April
2816,2015-04-07,Quikr,Online Classifieds,Unknown,Mumbai,"Tiger Global, Investment AB Kinnevik, Steadview Capital",Private Equity,150000000.0,2015,4,April
2817,2015-04-07,PressPlay,Travel Entertainment,Unknown,New Delhi,"Sequoia Capital, Jason Hirschhorn, Jarett Posner, and Amit Bhatiani",Seed Funding,2200000.0,2015,4,April
2819,2015-04-08,FirstCry.com,eCommerce,Unknown,Pune,"Silicon Valley Ventures, NEA Ventures, Valiant Capital, IDG Ventures India,\\xc2\\xa0 SAIF Partners, Vertex Ventures",Private Equity,10000000.0,2015,4,April
2820,2015-04-08,MobiKwik,Digital / Mobile Wallet,Unknown,Gurgaon,"Tree Line Asia, Cisco Investments, American Express, Sequoia Capital",Private Equity,25000000.0,2015,4,April
2821,2015-04-08,Olacabs,Cab Aggregator,Unknown,Bangalore,"DST Global, Steadview Capital, Tiger Global, Accel Partners & Others",Private Equity,400000000.0,2015,4,April
2822,2015-04-09,Gadgetwood,Device Repair Svcs,Unknown,New Delhi,"Ajai Chowdhry, Ashvin Chadha, Yogesh Bansal,\\nNitin Singhal & Others",Seed Funding,200000.0,2015,4,April
2823,2015-04-09,Bonhomia,Premium Beverages,Unknown,New Delhi,"Kanwaljit Singh, Shripad Nadkarni, Sarvesh Shahra & Others",Seed Funding,2000000.0,2015,4,April
2824,2015-04-09,Changer Mints,Digital / Mobile Wallet,Unknown,Kolkata,Hyderabad based investor,Seed Funding,165000.0,2015,4,April
2825,2015-04-09,Urban Ladder,Online Furnishing\\neCommerce,Unknown,Bangalore,"Sequoia Capital, TR Capital, Steadview Capital, SAIF Partners, Kalaari Capital",Private Equity,50000000.0,2015,4,April
2827,2015-04-10,Whatfix,Interactive\\xc2\\xa0 How-To Guides,Unknown,Bangalore,"Helion Venture Partner, Powerhouse Ventures, GSF and Other angel investors",Seed Funding,900000.0,2015,4,April
